Fecha_Sistema,Hora_Sistema,Timestamp_MS,Muestra,Recolector,Temp1_C,Hum1_RH,Temp2_C,Hum2_RH,Radiacion_W_m2,Termopar1_C,Termopar2_C,Fan1,Fan2,Fan3,Masa_g
2026-01-08,16:00:37,1767909637051,manzana,Sol,20.02,58.13,19.75,58.14,14.5,22.87,22.38,False,False,True,0.000
2026-01-08,16:00:39,1767909639052,manzana,Sol,19.44,57.31,19.85,57.95,12.92,22.83,22.35,True,False,False,0.000
2026-01-08,16:00:41,1767909641053,manzana,Sol,19.34,57.88,19.88,57.54,17.57,23.17,22.33,False,False,False,0.000
2026-01-08,16:00:43,1767909643055,manzana,Sol,19.36,58.26,19.67,57.22,20.6,23.34,22.01,False,True,False,0.981
2026-01-08,16:00:45,1767909645056,manzana,Sol,19.33,58.42,19.56,57.88,28.45,23.46,21.97,True,False,True,1.906
2026-01-08,16:00:47,1767909647057,manzana,Sol,19.06,59.13,19.67,57.85,27.47,23.4,21.97,False,True,False,1.909
2026-01-08,16:00:49,1767909649059,manzana,Sol,19.14,58.85,19.63,57.78,19.65,23.36,22.08,True,True,True,1.906
2026-01-08,16:00:51,1767909651060,manzana,Sol,19.24,58.82,19.5,58.55,20.98,23.16,21.8,False,False,True,1.908
2026-01-08,16:00:53,1767909653061,manzana,Sol,19.45,58.76,19.43,58.97,21.57,22.9,21.89,True,False,False,1.908
2026-01-08,16:00:55,1767909655062,manzana,Sol,19.47,58.58,19.77,59.73,24.93,22.89,22.15,True,True,False,1.908
2026-01-08,16:00:57,1767909657063,manzana,Sol,19.41,58.72,19.31,60.0,27.89,23.01,22.21,False,False,False,1.908
2026-01-08,16:00:59,1767909659065,manzana,Sol,19.21,58.52,19.31,60.07,30.4,23.27,22.21,False,True,True,1.908
2026-01-08,16:01:01,1767909661066,manzana,Sol,18.97,58.17,19.1,60.09,27.5,23.51,22.37,False,True,True,2.083
2026-01-08,16:01:03,1767909663067,manzana,Sol,18.9,58.88,19.01,59.15,26.82,23.22,22.54,False,True,True,2.100
2026-01-08,16:01:05,1767909665068,manzana,Sol,18.55,58.97,19.26,59.57,26.96,23.37,22.6,False,True,False,2.328
2026-01-08,16:01:07,1767909667069,manzana,Sol,18.49,59.02,19.24,59.55,30.74,23.28,22.4,False,False,False,2.328
2026-01-08,16:01:09,1767909669071,manzana,Sol,18.73,59.57,19.17,59.05,32.19,23.24,22.4,False,False,True,2.496
2026-01-08,16:01:11,1767909671072,manzana,Sol,18.74,59.89,19.05,59.44,33.11,23.29,22.25,False,True,False,2.566
2026-01-08,16:01:13,1767909673073,manzana,Sol,18.95,60.53,19.06,59.72,31.1,23.58,22.17,False,False,False,2.566
2026-01-08,16:01:15,1767909675075,manzana,Sol,18.84,60.93,19.06,58.91,31.24,23.92,21.91,True,True,False,2.566
2026-01-08,16:01:17,1767909677076,manzana,Sol,19.18,61.63,18.71,59.09,38.21,23.96,21.55,True,True,False,2.567
2026-01-08,16:01:19,1767909679077,manzana,Sol,19.22,61.69,18.27,59.59,44.76,24.06,21.58,True,True,False,2.611
2026-01-08,16:01:21,1767909681079,manzana,Sol,19.11,62.31,18.12,59.92,50.75,24.34,21.73,False,True,True,2.611
2026-01-08,16:01:23,1767909683080,manzana,Sol,19.07,62.23,18.1,60.54,45.42,24.36,21.58,True,True,False,2.614
2026-01-08,16:01:25,1767909685082,manzana,Sol,19.14,61.63,18.19,60.42,52.92,24.11,21.59,False,True,True,2.806
2026-01-08,16:01:27,1767909687084,manzana,Sol,18.89,61.57,18.05,60.04,57.37,24.07,21.51,True,False,True,2.888
2026-01-08,16:01:29,1767909689085,manzana,Sol,18.85,61.21,17.94,60.17,64.74,24.24,21.3,False,True,False,2.888
2026-01-08,16:01:31,1767909691087,manzana,Sol,18.34,61.03,17.58,60.07,63.96,24.28,21.32,True,False,False,3.025
2026-01-08,16:01:33,1767909693088,manzana,Sol,18.33,61.67,17.8,59.79,62.75,24.32,21.33,True,False,False,3.320
2026-01-08,16:01:35,1767909695090,manzana,Sol,18.57,62.3,17.69,60.39,60.51,24.46,21.4,False,True,False,3.320
