Fecha_Sistema,Hora_Sistema,Timestamp_MS,Muestra,Recolector,Temp1_C,Hum1_RH,Temp2_C,Hum2_RH,Radiacion_W_m2,Termopar1_C,Termopar2_C,Termopar3_C,Termopar4_C,Termopar5_C,Termopar6_C,Fan1,Fan2,Fan3,Masa_g
2026-01-13,16:40:20,797122,Fasbit,Areli,25.5,42.7,0,0,0,27.75,28,28.75,28.5,28.75,,False,False,False,0.807
2026-01-13,16:40:21,799206,Fasbit,Areli,25.5,42.8,0,0,0,27.25,28,29,28,29.5,,False,False,False,0.807
2026-01-13,16:40:22,799206,Fasbit,Areli,25.5,42.8,0,0,0,27.25,28,29,28,29.5,,False,False,False,0.807
2026-01-13,16:40:23,801290,Fasbit,Areli,25.5,42.7,0,0,0,28,28.25,28.75,28,29,,False,False,False,0.807
2026-01-13,16:40:24,801290,Fasbit,Areli,25.5,42.7,0,0,0,28,28.25,28.75,28,29,,False,False,False,0.807
2026-01-13,16:40:25,803374,Fasbit,Areli,25.5,42.7,0,0,0,28.5,28.25,28.75,28.75,28.75,,False,False,False,0.807
2026-01-13,16:40:26,803374,Fasbit,Areli,25.5,42.7,0,0,0,28.5,28.25,28.75,28.75,28.75,,False,False,False,0.807
2026-01-13,16:40:27,805458,Fasbit,Areli,25.5,42.7,0,0,0,28.5,28.25,28.5,28.25,28.75,,False,False,False,0.807
2026-01-13,16:40:28,805458,Fasbit,Areli,25.5,42.7,0,0,0,28.5,28.25,28.5,28.25,28.75,,False,False,False,0.807
2026-01-13,16:40:29,807542,Fasbit,Areli,25.5,42.7,0,0,0,28.5,28,28.75,28.75,28.75,,False,False,False,0.807
2026-01-13,16:40:30,807542,Fasbit,Areli,25.5,42.7,0,0,0,28.5,28,28.75,28.75,28.75,,False,False,False,0.807
2026-01-13,16:40:31,809626,Fasbit,Areli,25.5,42.7,0,0,0,29,28.75,28.5,28.75,29.5,,False,False,False,0.807
2026-01-13,16:40:32,809626,Fasbit,Areli,25.5,42.7,0,0,0,29,28.75,28.5,28.75,29.5,,False,False,False,0.807
2026-01-13,16:40:33,811710,Fasbit,Areli,25.5,42.7,0,0,0,28.75,29,29,29,29.25,,False,False,False,0.808
2026-01-13,16:40:34,811710,Fasbit,Areli,25.5,42.7,0,0,0,28.75,29,29,29,29.25,,False,False,False,0.812
2026-01-13,16:40:35,813794,Fasbit,Areli,25.6,42.7,0,0,0,28.75,28.25,28.75,28.5,29.75,,False,False,False,0.812
2026-01-13,16:40:36,813794,Fasbit,Areli,25.6,42.7,0,0,0,28.75,28.25,28.75,28.5,29.75,,False,False,False,0.812
2026-01-13,16:40:37,815878,Fasbit,Areli,25.5,42.6,0,0,0,28.75,29.25,29,29,29,,False,False,False,0.812
2026-01-13,16:40:38,815878,Fasbit,Areli,25.5,42.6,0,0,0,28.75,29.25,29,29,29,,False,False,False,0.812
2026-01-13,16:40:39,817962,Fasbit,Areli,25.5,42.7,0,0,0,28.75,29,28.75,29.25,29.5,,False,False,False,0.815
2026-01-13,16:40:40,817962,Fasbit,Areli,25.5,42.7,0,0,0,28.75,29,28.75,29.25,29.5,,False,False,False,0.815
2026-01-13,16:40:41,817962,Fasbit,Areli,25.5,42.7,0,0,0,28.75,29,28.75,29.25,29.5,,False,False,False,0.811
2026-01-13,16:40:42,820046,Fasbit,Areli,25.5,42.7,0,0,0,28.75,28.75,29,29,29.5,,False,False,False,0.811
2026-01-13,16:40:43,820046,Fasbit,Areli,25.5,42.7,0,0,0,28.75,28.75,29,29,29.5,,False,False,False,0.811
2026-01-13,16:40:44,822130,Fasbit,Areli,25.5,42.7,0,0,0,28.75,29,29,29,29.75,,False,False,False,0.811
2026-01-13,16:40:45,822130,Fasbit,Areli,25.5,42.7,0,0,0,28.75,29,29,29,29.75,,False,False,False,0.811
2026-01-13,16:40:46,824214,Fasbit,Areli,25.5,42.6,0,0,0,28.5,28.75,29.25,29.25,29.5,,False,False,False,0.811
2026-01-13,16:40:47,824214,Fasbit,Areli,25.5,42.6,0,0,0,28.5,28.75,29.25,29.25,29.5,,False,False,False,0.811
2026-01-13,16:40:48,826298,Fasbit,Areli,25.5,42.6,0,0,0,28.25,28.5,29,29.25,29.25,,False,False,False,0.811
2026-01-13,16:40:49,826298,Fasbit,Areli,25.5,42.6,0,0,0,28.25,28.5,29,29.25,29.25,,False,False,False,0.811
2026-01-13,16:40:50,828382,Fasbit,Areli,25.5,42.7,0,0,0,28.5,28.5,29,29.25,28.75,,False,False,False,0.811
2026-01-13,16:40:51,828382,Fasbit,Areli,25.5,42.7,0,0,0,28.5,28.5,29,29.25,28.75,,False,False,False,0.811
2026-01-13,16:40:52,830466,Fasbit,Areli,25.5,43,0,0,0,28.5,28.5,29.25,28.75,29.25,,False,False,False,0.811
2026-01-13,16:40:53,830466,Fasbit,Areli,25.5,43,0,0,0,28.5,28.5,29.25,28.75,29.25,,False,False,False,0.811
2026-01-13,16:40:54,832550,Fasbit,Areli,25.5,43.1,0,0,0,29,28,29,28.75,29.5,,False,False,False,0.811
2026-01-13,16:40:55,832550,Fasbit,Areli,25.5,43.1,0,0,0,29,28,29,28.75,29.5,,False,False,False,0.811
2026-01-13,16:40:56,834634,Fasbit,Areli,25.5,43,0,0,0,28.75,28.25,29,29,29.25,,False,False,False,0.811
