Fecha_Sistema,Hora_Sistema,Timestamp_MS,Muestra,Recolector,Temp1_C,Hum1_RH,Temp2_C,Hum2_RH,Radiacion_W_m2,Termopar1_C,Termopar2_C,Termopar3_C,Termopar4_C,Termopar5_C,Termopar6_C,Fan1,Fan2,Fan3,Masa_g
2026-01-13,16:37:01,599142,Funcion,kalev,25.5,42.5,0,0,0,29.25,29.25,29.75,30,31.25,,False,False,False,0.821
2026-01-13,16:37:02,599142,Funcion,kalev,25.5,42.5,0,0,0,29.25,29.25,29.75,30,31.25,,False,False,False,0.821
2026-01-13,16:37:03,601226,Funcion,kalev,25.5,42.5,0,0,0,28.75,29,29.25,29.75,30.5,,False,False,False,0.821
2026-01-13,16:37:04,601226,Funcion,kalev,25.5,42.5,0,0,0,28.75,29,29.25,29.75,30.5,,False,False,False,0.821
2026-01-13,16:37:05,603310,Funcion,kalev,25.5,42.5,0,0,0,29,29.25,29.5,29.5,30.25,,False,False,False,0.821
2026-01-13,16:37:06,603310,Funcion,kalev,25.5,42.5,0,0,0,29,29.25,29.5,29.5,30.25,,False,False,False,0.821
2026-01-13,16:37:07,605394,Funcion,kalev,25.5,42.6,0,0,0,28.5,29,29.25,29.75,29.75,,False,False,False,0.821
2026-01-13,16:37:08,605394,Funcion,kalev,25.5,42.6,0,0,0,28.5,29,29.25,29.75,29.75,,False,False,False,0.821
2026-01-13,16:37:09,607478,Funcion,kalev,25.5,42.6,0,0,0,29,28.25,29.5,29.5,29,,False,False,False,0.821
2026-01-13,16:37:10,607478,Funcion,kalev,25.5,42.6,0,0,0,29,28.25,29.5,29.5,29,,False,False,False,0.821
2026-01-13,16:37:11,609562,Funcion,kalev,25.5,42.6,0,0,0,29.25,28.75,29.25,28.75,29.25,,False,False,False,0.821
2026-01-13,16:37:12,609562,Funcion,kalev,25.5,42.6,0,0,0,29.25,28.75,29.25,28.75,29.25,,False,False,False,0.821
2026-01-13,16:37:13,611646,Funcion,kalev,25.5,42.6,0,0,0,29,28.75,29.25,29.25,29.25,,False,False,False,0.821
2026-01-13,16:37:14,611646,Funcion,kalev,25.5,42.6,0,0,0,29,28.75,29.25,29.25,29.25,,False,False,False,0.821
2026-01-13,16:37:15,613730,Funcion,kalev,25.4,42.6,0,0,0,28.5,28.5,28.75,28.75,28.75,,False,False,False,0.821
2026-01-13,16:37:16,613730,Funcion,kalev,25.4,42.6,0,0,0,28.5,28.5,28.75,28.75,28.75,,False,False,False,0.821
2026-01-13,16:37:17,615814,Funcion,kalev,25.5,42.5,0,0,0,28.5,29,29.25,29,29,,False,False,False,0.817
2026-01-13,16:37:18,615814,Funcion,kalev,25.5,42.5,0,0,0,28.5,29,29.25,29,29,,False,False,False,0.817
2026-01-13,16:37:19,617898,Funcion,kalev,25.4,42.5,0,0,0,28.5,28.5,29.25,29.25,29.75,,False,False,False,0.817
2026-01-13,16:37:20,617898,Funcion,kalev,25.4,42.5,0,0,0,28.5,28.5,29.25,29.25,29.75,,False,False,False,0.820
2026-01-13,16:37:21,619982,Funcion,kalev,25.5,42.6,0,0,0,28.75,28.75,28.75,29.25,29.5,,False,False,False,0.825
2026-01-13,16:37:22,619982,Funcion,kalev,25.5,42.6,0,0,0,28.75,28.75,28.75,29.25,29.5,,False,False,False,0.825
2026-01-13,16:37:23,622066,Funcion,kalev,25.4,42.6,0,0,0,29,28.75,29.25,29.5,29.5,,False,False,False,0.825
2026-01-13,16:37:24,622066,Funcion,kalev,25.4,42.6,0,0,0,29,28.75,29.25,29.5,29.5,,False,False,False,0.825
2026-01-13,16:37:25,622066,Funcion,kalev,25.4,42.6,0,0,0,29,28.75,29.25,29.5,29.5,,False,False,False,0.825
2026-01-13,16:37:26,624150,Funcion,kalev,25.4,42.6,0,0,0,29,29,28.75,29.5,29.5,,False,False,False,0.825
2026-01-13,16:37:27,624150,Funcion,kalev,25.4,42.6,0,0,0,29,29,28.75,29.5,29.5,,False,False,False,0.820
2026-01-13,16:37:28,626234,Funcion,kalev,25.4,42.6,0,0,0,29.25,28.25,29.25,29.5,29.25,,False,False,False,0.820
2026-01-13,16:37:29,626234,Funcion,kalev,25.4,42.6,0,0,0,29.25,28.25,29.25,29.5,29.25,,False,False,False,0.820
2026-01-13,16:37:30,628318,Funcion,kalev,25.5,42.7,0,0,0,28.5,28.5,29.25,28.75,29.25,,False,False,False,0.820
2026-01-13,16:37:31,628318,Funcion,kalev,25.5,42.7,0,0,0,28.5,28.5,29.25,28.75,29.25,,False,False,False,0.816
2026-01-13,16:37:32,630402,Funcion,kalev,25.5,42.7,0,0,0,29,28.25,28.5,29.25,29.5,,False,False,False,0.816
2026-01-13,16:37:33,630402,Funcion,kalev,25.5,42.7,0,0,0,29,28.25,28.5,29.25,29.5,,False,False,False,0.816
2026-01-13,16:37:34,632486,Funcion,kalev,25.4,42.8,0,0,0,28.75,28.25,29,29.25,29.5,,False,False,False,0.815
2026-01-13,16:37:35,632486,Funcion,kalev,25.4,42.8,0,0,0,28.75,28.25,29,29.25,29.5,,False,False,False,0.820
2026-01-13,16:37:36,634570,Funcion,kalev,25.5,42.8,0,0,0,29.25,28.75,29.25,29,29,,False,False,False,0.819
2026-01-13,16:37:37,634570,Funcion,kalev,25.5,42.8,0,0,0,29.25,28.75,29.25,29,29,,False,False,False,0.810
2026-01-13,16:37:38,636654,Funcion,kalev,25.4,42.8,0,0,0,29,28.25,29.25,29,29.5,,False,False,False,0.813
2026-01-13,16:37:39,636654,Funcion,kalev,25.4,42.8,0,0,0,29,28.25,29.25,29,29.5,,False,False,False,0.813
2026-01-13,16:37:40,638738,Funcion,kalev,25.4,42.8,0,0,0,28.25,29,28.75,29.25,29.25,,False,False,False,0.812
2026-01-13,16:37:41,638738,Funcion,kalev,25.4,42.8,0,0,0,28.25,29,28.75,29.25,29.25,,False,False,False,0.812
2026-01-13,16:37:42,640822,Funcion,kalev,25.4,42.8,0,0,0,29,28.75,29,28.5,29.5,,False,False,False,0.812
2026-01-13,16:37:43,640822,Funcion,kalev,25.4,42.8,0,0,0,29,28.75,29,28.5,29.5,,False,False,False,0.817
2026-01-13,16:37:44,642906,Funcion,kalev,25.5,42.9,0,0,0,29,28.25,29,29,29,,False,False,False,0.817
2026-01-13,16:37:45,642906,Funcion,kalev,25.5,42.9,0,0,0,29,28.25,29,29,29,,False,False,False,0.817
2026-01-13,16:37:46,644990,Funcion,kalev,25.4,42.8,0,0,0,28.25,28.75,29,29.25,29.5,,False,False,False,0.817
2026-01-13,16:37:47,644990,Funcion,kalev,25.4,42.8,0,0,0,28.25,28.75,29,29.25,29.5,,False,False,False,0.816
2026-01-13,16:37:48,647074,Funcion,kalev,25.4,42.9,0,0,0,29.25,29,28.75,28.5,29.5,,False,False,False,0.818
2026-01-13,16:37:49,647074,Funcion,kalev,25.4,42.9,0,0,0,29.25,29,28.75,28.5,29.5,,False,False,False,0.818
2026-01-13,16:37:50,647074,Funcion,kalev,25.4,42.9,0,0,0,29.25,29,28.75,28.5,29.5,,False,False,False,0.818
2026-01-13,16:37:51,649158,Funcion,kalev,25.5,42.8,0,0,0,29,28.75,29.25,29,29.5,,False,False,False,0.818
2026-01-13,16:37:52,649158,Funcion,kalev,25.5,42.8,0,0,0,29,28.75,29.25,29,29.5,,False,False,False,0.818
2026-01-13,16:37:53,651242,Funcion,kalev,25.5,42.8,0,0,0,29.25,29.25,29,29.25,29.75,,False,False,False,0.818
2026-01-13,16:37:54,651242,Funcion,kalev,25.5,42.8,0,0,0,29.25,29.25,29,29.25,29.75,,False,False,False,0.817
2026-01-13,16:37:55,653326,Funcion,kalev,25.4,42.8,0,0,0,29,28.5,29,29,29.25,,False,False,False,0.817
2026-01-13,16:37:56,653326,Funcion,kalev,25.4,42.8,0,0,0,29,28.5,29,29,29.25,,False,False,False,0.813
2026-01-13,16:37:57,655410,Funcion,kalev,25.4,42.7,0,0,0,29.75,29,29,29,29.75,,False,False,False,0.807
2026-01-13,16:37:58,655410,Funcion,kalev,25.4,42.7,0,0,0,29.75,29,29,29,29.75,,False,False,False,0.810
2026-01-13,16:37:59,657494,Funcion,kalev,25.4,42.7,0,0,0,29.75,28.75,29,29.5,29.75,,False,False,False,0.810
2026-01-13,16:38:00,657494,Funcion,kalev,25.4,42.7,0,0,0,29.75,28.75,29,29.5,29.75,,False,False,False,0.810
2026-01-13,16:38:01,659578,Funcion,kalev,25.5,42.7,0,0,0,29,28.75,28.75,29,29.75,,False,False,False,0.817
2026-01-13,16:38:02,659578,Funcion,kalev,25.5,42.7,0,0,0,29,28.75,28.75,29,29.75,,False,False,False,0.815
2026-01-13,16:38:03,661662,Funcion,kalev,25.4,42.7,0,0,0,29.5,28.5,29,28.75,29,,False,False,False,0.807
2026-01-13,16:38:04,661662,Funcion,kalev,25.4,42.7,0,0,0,29.5,28.5,29,28.75,29,,False,False,False,0.807
