Fecha_Sistema,Hora_Sistema,Timestamp_MS,Muestra,Recolector,Temp1_C,Hum1_RH,Temp2_C,Hum2_RH,Radiacion_W_m2,Termopar1_C,Termopar2_C,Fan1,Fan2,Fan3,Masa_g
2026-01-09,14:20:11,1767990011032,tornillo,kal,20.88,58.04,15.06,61.25,185.37,22.01,22.82,False,False,True,0.000
2026-01-09,14:20:12,1767990012033,tornillo,kal,20.6,57.97,15.0,60.88,183.06,21.99,22.98,False,False,False,0.000
2026-01-09,14:20:13,1767990013034,tornillo,kal,20.3,58.19,15.0,60.56,187.08,22.19,23.11,False,True,True,0.000
2026-01-09,14:20:14,1767990014034,tornillo,kal,20.04,57.99,15.07,60.32,189.69,22.27,23.14,False,True,True,0.000
2026-01-09,14:20:15,1767990015035,tornillo,kal,20.12,57.55,15.0,60.22,188.11,22.28,23.1,False,True,True,0.000
2026-01-09,14:20:16,1767990016036,tornillo,kal,20.14,57.11,15.16,59.75,184.08,22.1,23.08,True,False,True,0.000
2026-01-09,14:20:17,1767990017036,tornillo,kal,20.33,56.89,15.12,59.51,186.72,22.29,22.94,False,False,True,0.000
2026-01-09,14:20:18,1767990018037,tornillo,kal,20.15,56.42,15.38,59.47,181.77,22.13,22.75,True,False,True,0.000
2026-01-09,14:20:19,1767990019038,tornillo,kal,19.99,56.38,15.21,59.62,181.34,22.24,22.77,False,False,False,0.009
2026-01-09,14:20:20,1767990020039,tornillo,kal,19.82,56.63,15.45,59.23,182.9,22.42,22.82,True,False,True,1.219
2026-01-09,14:20:21,1767990021039,tornillo,kal,19.86,56.15,15.35,59.25,187.07,22.49,22.85,True,False,True,1.270
2026-01-09,14:20:22,1767990022040,tornillo,kal,20.14,56.01,15.37,59.4,182.64,22.51,22.87,True,False,True,1.273
2026-01-09,14:20:23,1767990023040,tornillo,kal,19.89,56.5,15.07,59.36,180.39,22.43,22.71,True,True,True,1.273
2026-01-09,14:20:24,1767990024041,tornillo,kal,20.0,56.41,15.03,59.82,183.54,22.31,22.71,False,False,True,1.273
2026-01-09,14:20:25,1767990025042,tornillo,kal,20.27,56.54,15.08,59.98,181.26,22.32,22.65,True,False,False,1.273
2026-01-09,14:20:26,1767990026042,tornillo,kal,20.51,56.75,15.0,60.4,176.55,22.15,22.7,True,False,True,1.273
2026-01-09,14:20:27,1767990027043,tornillo,kal,20.53,56.97,15.16,60.1,176.58,21.98,22.55,False,False,False,1.273
2026-01-09,14:20:28,1767990028044,tornillo,kal,20.28,57.11,15.0,59.9,177.27,21.97,22.36,False,False,True,1.672
2026-01-09,14:20:29,1767990029045,tornillo,kal,20.21,56.88,15.0,59.83,177.4,22.13,22.33,False,False,True,0.000
2026-01-09,14:20:30,1767990030045,tornillo,kal,20.3,57.3,15.0,59.72,181.02,22.31,22.5,False,False,False,0.000
2026-01-09,14:20:31,1767990031046,tornillo,kal,20.26,57.38,15.0,59.28,185.37,22.13,22.31,True,False,True,0.000
2026-01-09,14:20:32,1767990032046,tornillo,kal,20.14,57.6,15.0,59.19,186.51,22.14,22.46,False,False,True,0.000
2026-01-09,14:20:33,1767990033047,tornillo,kal,20.25,57.86,15.0,58.94,187.11,22.32,22.56,False,False,False,0.347
2026-01-09,14:20:34,1767990034048,tornillo,kal,20.47,58.06,15.0,58.85,188.5,22.18,22.58,False,True,False,1.270
2026-01-09,14:20:35,1767990035049,tornillo,kal,20.36,58.5,15.08,58.47,184.75,22.08,22.74,True,False,True,1.272
2026-01-09,14:20:36,1767990036049,tornillo,kal,20.39,58.9,15.0,58.94,184.26,22.18,22.93,False,True,True,1.273
2026-01-09,14:20:37,1767990037050,tornillo,kal,20.29,58.84,15.1,59.26,186.22,22.07,22.81,True,True,False,1.272
2026-01-09,14:20:38,1767990038050,tornillo,kal,20.46,58.8,15.37,59.02,188.18,22.1,22.79,False,False,True,1.272
